Trip;amount;amountInHomeCurrency;category;conversionRate;country;countryCode;datePaid;homeCurrency;localCurrency;notes;michael;paymentMethod;place;latitude;longitude;type;numberOfDays;excludeFromAvg;addToBudget;categoryIcon;categoryColor;paymentMethodIcon;paymentMethodColor;paidById
Indonesien Singapur Malysia;53,65;53,65;Flüge;1;Deutschland;DE;22.04.2024;EUR;EUR;Bali nach Yia;53,65;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;1;FALSCH;FALSCH;flight;#4285F4;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;9,23;9,23;Restaurants;1;Indonesien;ID;22.04.2024;EUR;EUR;Tiramisu und cafe;9,23;Kreditkarte;Kecamatan Kuta, Indonesien;-8,745;115,162;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;20000;1,16;Taxi / uber;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;Tip;1,16;Kreditkarte;Kecamatan Kuta, Indonesien;-8,742;115,166;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;200000;11,56;Restaurants;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;Abendessen;11,56;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;100;100;Sehenswürdigkeiten;1;Indonesien;ID;21.04.2024;EUR;EUR;Mount Batur;100;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;150000;8,67;Gebühren;17299,393;Indonesien;ID;21.04.2024;EUR;IDR;Tip;8,67;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,148;Expense;1;FALSCH;FALSCH;monetization_on;#9C27B0;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;17000;0,98;Taxi / uber;17299,393;Indonesien;ID;21.04.2024;EUR;IDR;Grap;0,98;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;41;41;Restaurants;1;Indonesien;ID;21.04.2024;EUR;EUR;Black and Sands;41;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,148;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;19000;1,1;Taxi / uber;17299,393;Indonesien;ID;21.04.2024;EUR;IDR;Grab;1,1;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,148;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;240000;13,87;Restaurants;17306,02;Indonesien;ID;20.04.2024;EUR;IDR;Vietnamese food;13,87;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,64;115,151;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;100000;5,78;Bier;17306,02;Indonesien;ID;20.04.2024;EUR;IDR;Bier Havana bar;5,78;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,645;115,142;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;45000;2,6;Wäsche;17306,02;Indonesien;ID;20.04.2024;EUR;IDR;5 kg Waschmaschine;2,6;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,637;115,148;Expense;1;FALSCH;FALSCH;local_laundry_service;#0097A7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;40000;2,31;Taxi / uber;17306,02;Indonesien;ID;20.04.2024;EUR;IDR;Little scam driver;2,31;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,148;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;68000;3,93;Bier;17306,02;Indonesien;ID;20.04.2024;EUR;IDR;Bier 3 im k circle;3,93;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,642;115,146;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;50000;2,89;Bier;17299,393;Indonesien;ID;20.04.2024;EUR;IDR;Bier;2,89;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,149;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;27,5;27,5;Restaurants;1;Indonesien;ID;20.04.2024;EUR;EUR;Black and Sands;27,5;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;50000;2,9;Sehenswürdigkeiten;17269,016;Indonesien;ID;19.04.2024;EUR;IDR;Eintritt Reisterrassen;2,9;Kreditkarte;Tegallalang, Indonesien;-8,434;115,28;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;0,8;0,8;Taxi / uber;1;Indonesien;ID;19.04.2024;EUR;EUR;;0,8;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;80000;4,63;Sehenswürdigkeiten;17269,016;Indonesien;ID;19.04.2024;EUR;IDR;Monkey foreat;4,63;Kreditkarte;Kecamatan Ubud, Indonesien;-8,519;115,261;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;3,13;3,13;Bier;1;Indonesien;ID;19.04.2024;EUR;EUR;;3,13;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,63;115,15;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;20000;1,16;Getränke;17269,016;Indonesien;ID;19.04.2024;EUR;IDR;Orangejuoce;1,16;Kreditkarte;Kecamatan Ubud, Indonesien;-8,519;115,261;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;50000;2,9;Sehenswürdigkeiten;17269,016;Indonesien;ID;19.04.2024;EUR;IDR;Eintritt;2,9;Kreditkarte;Tegallalang, Indonesien;-8,434;115,28;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5,71;5,71;Bier;1;Indonesien;ID;19.04.2024;EUR;EUR;Ipa;5,71;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;140000;8,11;Restaurants;17269,016;Indonesien;ID;19.04.2024;EUR;IDR;Mittag und kaffe;8,11;Kreditkarte;Tegallalang, Indonesien;-8,434;115,28;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5,7;5,7;Bier;1;Indonesien;ID;19.04.2024;EUR;EUR;Ipa;5,7;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;750000;43,4;Sehenswürdigkeiten;17282,651;Indonesien;ID;19.04.2024;EUR;IDR;Tour bali;43,4;Bar;Kecamatan Kuta Utara, Indonesien;-8,645;115,142;Expense;1;FALSCH;FALSCH;museum;#8BC34A;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5,7;5,7;Bier;1;Indonesien;ID;19.04.2024;EUR;EUR;Ipa;5,7;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;80000;4,63;Sehenswürdigkeiten;17282,651;Indonesien;ID;19.04.2024;EUR;IDR;Eintritt;4,63;Kreditkarte;Kecamatan Kediri, Indonesien;-8,619;115,087;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;12,33;12,33;Restaurants;1;Indonesien;ID;18.04.2024;EUR;EUR;Essen Obstplatte und einbier;12,33;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,653;115,143;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;8,36;8,36;Bier;1;Indonesien;ID;18.04.2024;EUR;EUR;Craftbeer beachclub finns;8,36;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,666;115,139;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;600000;34,69;Getränke;17297,912;Indonesien;ID;18.04.2024;EUR;IDR;Nightout in cangu;34,69;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;7,59;7,59;Bier;1;Indonesien;ID;18.04.2024;EUR;EUR;Craft beer;7,59;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,666;115,139;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;3,8;3,8;Bier;1;Indonesien;ID;18.04.2024;EUR;EUR;;3,8;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,666;115,139;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;16;16;Kommunikation;1;Indonesien;ID;18.04.2024;EUR;EUR;;16;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,645;115,142;Expense;1;FALSCH;FALSCH;local_pizza;#AB47BC;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;160000;9,26;Getränke;17282,651;Indonesien;ID;18.04.2024;EUR;IDR;Vodka marti i;9,26;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,666;115,139;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;70000;4,05;Sehenswürdigkeiten;17297,912;Indonesien;ID;17.04.2024;EUR;IDR;Insta Tempel;4,05;Kreditkarte;Kecamatan Abang, Indonesien;-8,392;115,631;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;35;35;Sehenswürdigkeiten;1;Indonesien;ID;17.04.2024;EUR;EUR;Tour bali;35;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;26,25;24,69;Sehenswürdigkeiten;1,063;Indonesien;ID;17.04.2024;EUR;USD;Single person;24,69;Kreditkarte;Kecamatan Bangli, Indonesien;-8,446;115,374;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;200000;11,56;Einkäufe;17297,912;Indonesien;ID;17.04.2024;EUR;IDR;T shirt;11,56;Kreditkarte;Kecamatan Bangli, Indonesien;-8,446;115,374;Expense;1;FALSCH;FALSCH;shopping_cart;#039BE5;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;200000;11,56;Sehenswürdigkeiten;17297,912;Indonesien;ID;17.04.2024;EUR;IDR;Eintritt und Getränke;11,56;Kreditkarte;Kecamatan Bangli, Indonesien;-8,446;115,374;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;50000;2,93;Getränke;17085,133;Indonesien;ID;17.04.2024;EUR;IDR;2 Kaffee und ein wasser;2,93;Kreditkarte;Kecamatan Denpasar Utara, Indonesien;-8,639;115,206;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;9000;0,53;Taxi / uber;17085,133;Indonesien;ID;16.04.2024;EUR;IDR;;0,53;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,148;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;11000;0,64;Taxi / uber;17085,133;Indonesien;ID;16.04.2024;EUR;IDR;Taxi;0,64;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;14000;0,82;Getränke;17085,133;Indonesien;ID;16.04.2024;EUR;IDR;Kaffee;0,82;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,149;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;300000;17,56;Restaurants;17085,133;Indonesien;ID;16.04.2024;EUR;IDR;Abendessen;17,56;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;33;33;Restaurants;1;Indonesien;ID;16.04.2024;EUR;EUR;Black and sanda 3 craftbeer 3 kleine essen;33;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,646;115,141;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;20000;1,17;Taxi / uber;17085,133;Indonesien;ID;16.04.2024;EUR;IDR;Tip tqxi;1,17;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,638;115,149;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;188000;11;Bier;17085,133;Indonesien;ID;16.04.2024;EUR;IDR;;11;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,658;115,129;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5,2;3,58;Restaurants;1,452;Singapur;SG;15.04.2024;EUR;SGD;Chicken. Masala in little india;3,58;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;10;10;Gebühren;1;Singapur;SG;15.04.2024;EUR;EUR;Bali fee;10;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;monetization_on;#9C27B0;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;13;13;Taxi / uber;1;Singapur;SG;15.04.2024;EUR;EUR;Flughafen shuttle;13;Kreditkarte;Singapore, Singapur;1,34;103,985;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;96,75;96,75;Flüge;1;Deutschland;DE;15.04.2024;EUR;EUR;Flug nach bali;96,75;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;1;FALSCH;FALSCH;flight;#4285F4;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;24;24;Lounge;1;Singapur;SG;15.04.2024;EUR;EUR;Lounge in Singapur;24;Kreditkarte;Singapore, Singapur;1,34;103,985;Expense;1;FALSCH;FALSCH;emoji_food_beverage;#512DA8;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;1550000;90,59;Unterkünfte;17110,395;Indonesien;ID;15.04.2024;EUR;IDR;Unterkunft in Bali;90,59;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;8;FALSCH;FALSCH;hotel;#DB4437;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;45;30,98;Restaurants;1,452;Singapur;SG;14.04.2024;EUR;SGD;Burger;30,98;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;22,77;22,77;Bier;1;Singapur;SG;14.04.2024;EUR;EUR;;22,77;Kreditkarte;Singapore, Singapur;1,283;103,846;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5;5;Kommunikation;1;Singapur;SG;14.04.2024;EUR;EUR;Roaming;5;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;local_pizza;#AB47BC;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;73;50,26;Bier;1,452;Singapur;SG;14.04.2024;EUR;SGD;;50,26;Kreditkarte;Singapore, Singapur;1,281;103,853;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;30;20,74;Restaurants;1,447;Singapur;SG;13.04.2024;EUR;SGD;Abendessen und ein Tiger beer;20,74;Kreditkarte;Singapore, Singapur;1,284;103,844;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;30;20,66;Bier;1,452;Singapur;SG;13.04.2024;EUR;SGD;Craftbeer;20,66;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;16;11,06;Bier;1,447;Singapur;SG;13.04.2024;EUR;SGD;My Bock craft beer;11,06;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;50;34,43;Restaurants;1,452;Singapur;SG;13.04.2024;EUR;SGD;Essen;34,43;Kreditkarte;Singapore, Singapur;1,284;103,845;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;20;13,82;Aktivitäten;1,447;Singapur;SG;13.04.2024;EUR;SGD;Slots spielen;13,82;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;rowing;#E91E63;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;100;69,12;Poker;1,447;Singapur;SG;13.04.2024;EUR;SGD;Roulette;69,12;Kreditkarte;Singapore, Singapur;1,283;103,844;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;15;10,37;Bier;1,447;Singapur;SG;13.04.2024;EUR;SGD;Craftbeer Neuengland IPA;10,37;Kreditkarte;Singapore, Singapur;1,283;103,844;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;35;24,19;Bier;1,447;Singapur;SG;13.04.2024;EUR;SGD;Pubbesuch Bürger and bier;24,19;Kreditkarte;Singapore, Singapur;1,283;103,846;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;32;22,12;Sehenswürdigkeiten;1,447;Singapur;SG;13.04.2024;EUR;SGD;;22,12;Kreditkarte;Singapore, Singapur;1,285;103,861;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;19;19;Restaurants;1;Türkei;TR;12.04.2024;EUR;EUR;Sandwich Flughafen;19;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5;5;Kommunikation;1;Türkei;TR;12.04.2024;EUR;EUR;Roaming;5;Kreditkarte;İstanbul, Türkei;41,268;28,738;Expense;1;FALSCH;FALSCH;local_pizza;#AB47BC;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;19,51;19,51;Bier;1;Türkei;TR;12.04.2024;EUR;EUR;Bolmati Bier Istanbul;19,51;Kreditkarte;İstanbul, Türkei;41,262;28,747;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;34;23,5;Transport;1,447;Singapur;SG;12.04.2024;EUR;SGD;Citycard;23,5;Kreditkarte;Singapore, Singapur;1,357;103,989;Expense;1;FALSCH;FALSCH;train;#EF6C00;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;144;144;Shopping;1;Türkei;TR;12.04.2024;EUR;EUR;Sunglasses Ray Ban;144;Kreditkarte;;;;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;17,5;17,5;Bier;1;Türkei;TR;12.04.2024;EUR;EUR;Bier am Flughafen Istanbul;17,5;Kreditkarte;İstanbul, Türkei;41,262;28,747;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;3,6;3,6;Taxi / uber;1;Deutschland;DE;11.04.2024;EUR;EUR;Trinkgeld;3,6;Kreditkarte;Köln, Deutschland;50,879;7,121;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;5,6;5,6;Restaurants;1;Deutschland;DE;11.04.2024;EUR;EUR;Brötchen am Flughafen;5,6;Kreditkarte;Köln, Deutschland;50,881;7,118;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;6,2;6,2;Bier;1;Deutschland;DE;11.04.2024;EUR;EUR;Becks am Flughafen Köln;6,2;Kreditkarte;Köln, Deutschland;50,881;7,119;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;6,2;6,2;Bier;1;Deutschland;DE;11.04.2024;EUR;EUR;Becks am Flughafen Köln;6,2;Kreditkarte;Köln, Deutschland;50,881;7,119;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;140;140;Unterkünfte;1;Singapur;SG;11.04.2024;EUR;EUR;;140;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;5;FALSCH;FALSCH;hotel;#DB4437;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;36,9;36,9;Taxi / uber;1;Deutschland;DE;11.04.2024;EUR;EUR;Taxi zum Flughafen;36,9;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;644;644;Flüge;1;Deutschland;DE;24.02.2024;EUR;EUR;Flug Köln Singapur - kualaumpur köln;644;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;1;FALSCH;FALSCH;flight;#4285F4;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;12,9;12,9;Taxi / uber;1;Deutschland;DE;09.07.2023;EUR;EUR;Taxi nach hause;12,9;Bar;Köln, Deutschland;50,924;6,948;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;36,95;36,95;Transport;1;Deutschland;DE;09.07.2023;EUR;EUR;Bahnticket nach Köln ;36,95;Bar;Frankfurt am Main, Deutschland;50,052;8,573;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;1050;6,73;Getränke;155,907;Japan;JP;08.07.2023;EUR;JPY;Beer am Flughafen ;6,73;Bar;Narita, Japan;35,775;140,393;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;24;2,8;Getränke;8,584;Japan;JP;08.07.2023;EUR;HKD;Drink;2,8;Bar;;;;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;471;3,02;Shopping;155,907;Japan;JP;08.07.2023;EUR;JPY;Frühstück ;3,02;Bar;;;;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;3650;23,4;Restaurants;155,964;Japan;JP;08.07.2023;EUR;JPY;Essen am Flughafen ;23,4;Bar;Frankfurt am Main, Deutschland;50,052;8,573;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;3800;24,37;Shopping;155,907;Japan;JP;08.07.2023;EUR;JPY;Andenken. T-Shirt ;24,37;Bar;;;;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Japan;58;6,76;Getränke;8,584;Japan;JP;08.07.2023;EUR;HKD;IPA ;6,76;Bar;;;;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
